sub_id,start,end,n_points,duration,amplitude,mean_speed,max_speed,mean_press,std_press,mean_curvature,beta,ellipse,beta_A,beta_a,beta_b,beta_t0,beta_t1,ell_a,ell_angle_rad,ell_b,ell_ecc,ell_xc,ell_yc,ell_success,beta_success
16,189,196,8,53.0,65.08541396588862,1.2782309171554196,1.538618516324144,733.75,77.53294230749368,0.0,"{'A': 1.643588383024398, 't0': 1419.9000000000003, 't1': 1473.4999999999998, 'a': 0.10000000000000002, 'b': 0.12888688368377516}",,1.643588383024398,0.10000000000000002,0.12888688368377516,1419.9000000000003,1473.4999999999998,,,,,,,False,True
17,197,208,12,83.0,95.43176736402911,1.179243754211447,1.4005182066526436,545.1666666666666,44.50706447159583,0.0,"{'A': 1.532357095590639, 't0': 1479.9000000000003, 't1': 1563.4999999999998, 'a': 0.10000000000000002, 'b': 0.14273113936056914}","{'xc': 6562.59089338773, 'yc': -799.899726365818, 'a': nan, 'b': 5083.598749837802, 'angle_rad': 1.3315436435610792, 'ecc': 0.0}",1.532357095590639,0.10000000000000002,0.14273113936056914,1479.9000000000003,1563.4999999999998,,1.3315436435610792,5083.598749837802,0.0,6562.59089338773,-799.899726365818,True,True
18,209,217,9,61.0,69.88641578383593,1.144773014877946,1.3265131692555514,419.55555555555554,31.413019240082253,0.0,"{'A': 1.4344061187459194, 't0': 1569.9000000000003, 't1': 1631.4999999999998, 'a': 0.10000000003163759, 'b': 0.10000000000000002}","{'xc': 4153.3431134459315, 'yc': -262.86372550459004, 'a': nan, 'b': 927.7551480782383, 'angle_rad': 0.38056175227859196, 'ecc': 0.0}",1.4344061187459194,0.10000000003163759,0.10000000000000002,1569.9000000000003,1631.4999999999998,,0.38056175227859196,927.7551480782383,0.0,4153.3431134459315,-262.86372550459004,True,True
19,218,225,8,53.0,64.02169771083689,1.2280638072456673,1.3265131692556729,396.75,6.408699444616557,0.0,"{'A': 1.5403295633585634, 't0': 1637.9000000000003, 't1': 1691.4999999999998, 'a': 0.10000000000000002, 'b': 0.10000000000093681}","{'xc': 1917.024916496963, 'yc': -72.21127496658953, 'a': nan, 'b': 1832.0798804101457, 'angle_rad': 1.4799312648192122, 'ecc': 0.0}",1.5403295633585634,0.10000000000000002,0.10000000000093681,1637.9000000000003,1691.4999999999998,,1.4799312648192122,1832.0798804101457,0.0,1917.024916496963,-72.21127496658953,True,True
20,226,235,10,68.0,82.63036837493709,1.2266151808585346,1.34096455622174,395.8,9.44927980794774,0.0,"{'A': 1.5302527378243944, 't0': 1697.9000000000003, 't1': 1766.4999999999998, 'a': 0.10000000002062506, 'b': 0.10000000013213942}","{'xc': -11183.218969896605, 'yc': 1124.5562139243848, 'a': 1028.6713119149765, 'b': nan, 'angle_rad': 1.4733598952190474, 'ecc': 0.0}",1.5302527378243944,0.10000000002062506,0.10000000013213942,1697.9000000000003,1766.4999999999998,1028.6713119149765,1.4733598952190474,,0.0,-11183.218969896605,1124.5562139243848,True,True
21,236,243,8,53.0,67.94769229995123,1.300179618951459,1.4459263286370247,453.0,49.50324664677488,0.0,"{'A': 1.6333480291161497, 't0': 1772.9000000000003, 't1': 1826.4999999999998, 'a': 0.10000000000000002, 'b': 0.10026161896245814}","{'xc': 1932.8305546072388, 'yc': -213.91494543934914, 'a': nan, 'b': 1634.5556507766962, 'angle_rad': 1.4810462889761231, 'ecc': 0.0}",1.6333480291161497,0.10000000000000002,0.10026161896245814,1772.9000000000003,1826.4999999999998,,1.4810462889761231,1634.5556507766962,0.0,1932.8305546072388,-213.91494543934914,True,True
22,244,252,9,60.0,73.89256465376684,1.2252030026750542,1.355261854357877,592.1111111111111,22.56349066769393,0.0,"{'A': 1.5400939591717016, 't0': 1833.9000000000003, 't1': 1894.4999999999998, 'a': 0.10000000000119576, 'b': 0.10000001496268532}","{'xc': 3903.112168241891, 'yc': -350.56470165797845, 'a': nan, 'b': 3139.525250847937, 'angle_rad': 1.300022875277466, 'ecc': 0.0}",1.5400939591717016,0.10000000000119576,0.10000001496268532,1833.9000000000003,1894.4999999999998,,1.300022875277466,3139.525250847937,0.0,3903.112168241891,-350.56470165797845,True,True
23,253,260,8,53.0,68.04002090273376,1.3020855424075855,1.4206127514453433,606.0,10.90216230190795,0.0,"{'A': 1.6342894311987972, 't0': 1900.9000000000003, 't1': 1954.4999999999998, 'a': 0.10000000000057478, 'b': 0.10000000003226774}","{'xc': 3290.011584133327, 'yc': -153.7720679808116, 'a': nan, 'b': 1841.6510213451043, 'angle_rad': 1.3631844560753177, 'ecc': 0.0}",1.6342894311987972,0.10000000000057478,0.10000000003226774,1900.9000000000003,1954.4999999999998,,1.3631844560753177,1841.6510213451043,0.0,3290.011584133327,-153.7720679808116,True,True
24,261,270,10,68.0,83.18386595702046,1.257623161350933,1.4293648590289165,605.2,9.997777530809312,0.0,"{'A': 1.59982419415496, 't0': 1960.9000000000003, 't1': 2029.4999999999998, 'a': 0.10000000000000002, 'b': 0.11970591290324495}","{'xc': 3730.7554582490025, 'yc': -186.55316401406594, 'a': nan, 'b': 1879.5501162036976, 'angle_rad': 1.0454690204289783, 'ecc': 0.0}",1.59982419415496,0.10000000000000002,0.11970591290324495,1960.9000000000003,2029.4999999999998,,1.0454690204289783,1879.5501162036976,0.0,3730.7554582490025,-186.55316401406594,True,True
25,271,283,13,91.0,131.19493553910954,1.4319844692409933,1.777919495485186,661.4615384615385,12.467393369742426,0.0,"{'A': 1.7985778999317408, 't0': 2035.9000000000003, 't1': 2127.4999999999995, 'a': 0.10643830869290072, 'b': 0.10000000000000002}","{'xc': 3740.456748803633, 'yc': -324.88151423813645, 'a': nan, 'b': 2429.0342526808327, 'angle_rad': 0.7445290245832024, 'ecc': 0.0}",1.7985778999317408,0.10643830869290072,0.10000000000000002,2035.9000000000003,2127.4999999999995,,0.7445290245832024,2429.0342526808327,0.0,3740.456748803633,-324.88151423813645,True,True
26,284,291,8,53.0,52.734134001506916,1.0498393131314414,1.3940267779337596,792.0,63.100826347317245,0.0,"{'A': 1.3801972900690116, 't0': 2133.9000000000005, 't1': 2187.4999999999995, 'a': 0.10000000000000002, 'b': 0.15517112655585877}","{'xc': 3726.7936610362067, 'yc': -16.79218585229863, 'a': nan, 'b': 483.23332895116454, 'angle_rad': 0.8018826799289918, 'ecc': 0.0}",1.3801972900690116,0.10000000000000002,0.15517112655585877,2133.9000000000005,2187.4999999999995,,0.8018826799289918,483.23332895116454,0.0,3726.7936610362067,-16.79218585229863,True,True
27,292,299,8,53.0,55.55077757231561,1.0428019254230605,1.1761037176408062,870.0,13.938641048743392,0.0,"{'A': 1.313159763921252, 't0': 2193.9000000000005, 't1': 2247.4999999999995, 'a': 0.10000000000033518, 'b': 0.10000000000000002}","{'xc': 3734.924864620117, 'yc': 77.82299221803318, 'a': 1143.7373230507706, 'b': nan, 'angle_rad': 0.7094363649686659, 'ecc': 0.0}",1.313159763921252,0.10000000000033518,0.10000000000000002,2193.9000000000005,2247.4999999999995,1143.7373230507706,0.7094363649686659,,0.0,3734.924864620117,77.82299221803318,True,True
28,300,308,9,61.0,80.21152591048798,1.3129127009406563,1.5598418432532604,861.4444444444445,4.772607021092118,0.0,"{'A': 1.6387215449966956, 't0': 2253.9000000000005, 't1': 2315.4999999999995, 'a': 0.10000000000043086, 'b': 0.10000000000000002}","{'xc': 3754.9275552893905, 'yc': 196.27461159481715, 'a': 1940.504892627951, 'b': nan, 'angle_rad': 0.780723806191756, 'ecc': 0.0}",1.6387215449966956,0.10000000000043086,0.10000000000000002,2253.9000000000005,2315.4999999999995,1940.504892627951,0.780723806191756,,0.0,3754.9275552893905,196.27461159481715,True,True
29,309,322,14,98.0,200.05554784164872,2.0286093985055555,2.4285714285714284,856.5714285714286,5.5012486095191395,0.0,"{'A': 2.5244886672628173, 't0': 2321.9000000000005, 't1': 2420.4999999999995, 'a': 0.10000000918309226, 'b': 0.10000000000000002}","{'xc': 3813.3491712250957, 'yc': 427.9181847547755, 'a': 5853.309922834715, 'b': nan, 'angle_rad': 0.9098671175978977, 'ecc': 0.0}",2.5244886672628173,0.10000000918309226,0.10000000000000002,2321.9000000000005,2420.4999999999995,5853.309922834715,0.9098671175978977,,0.0,3813.3491712250957,427.9181847547755,True,True
30,323,330,8,53.0,108.5382677010995,2.0814258345036905,2.2461859838230103,803.0,26.960288256195312,0.0,"{'A': 2.6074696789443568, 't0': 2426.9000000000005, 't1': 2480.4999999999995, 'a': 0.10000000000000026, 'b': 0.10000000000000858}","{'xc': 3812.620336454019, 'yc': 571.6512575433279, 'a': 2147.0621161330414, 'b': nan, 'angle_rad': 0.7920465560303533, 'ecc': 0.0}",2.6074696789443568,0.10000000000000026,0.10000000000000858,2426.9000000000005,2480.4999999999995,2147.0621161330414,0.7920465560303533,,0.0,3812.620336454019,571.6512575433279,True,True
31,331,343,13,91.0,185.0264245392473,2.0640482284901847,2.3035022137995855,681.0,64.33246976967904,0.0,"{'A': 2.559849400641943, 't0': 2486.9000000000005, 't1': 2578.4999999999995, 'a': 0.10000000000000002, 'b': 0.10170643611588043}","{'xc': 3863.465676359288, 'yc': 447.8678952213908, 'a': 3909.9722383249064, 'b': nan, 'angle_rad': 0.26849531062199294, 'ecc': 0.0}",2.559849400641943,0.10000000000000002,0.10170643611588043,2486.9000000000005,2578.4999999999995,3909.9722383249064,0.26849531062199294,,0.0,3863.465676359288,447.8678952213908,True,True
32,344,357,14,98.0,197.37752883469062,2.030772768405856,2.3172428686850353,580.5714285714286,44.2870258579266,0.0,"{'A': 2.519268478081415, 't0': 2584.9000000000005, 't1': 2683.4999999999995, 'a': 0.10000000000013018, 'b': 0.1000000004464634}",,2.519268478081415,0.10000000000013018,0.1000000004464634,2584.9000000000005,2683.4999999999995,,,,,,,False,True
33,358,365,8,53.0,87.00255424092154,1.6969591905730406,1.9053570498802002,533.0,31.645356237978607,0.0,"{'A': 2.1220624712718004, 't0': 2689.9000000000005, 't1': 2743.4999999999995, 'a': 0.10000000000001846, 'b': 0.10000003568062102}","{'xc': -3211.2771021834396, 'yc': -952.2215002944156, 'a': 1553.3296347253706, 'b': nan, 'angle_rad': -1.3777547757874309, 'ecc': 0.0}",2.1220624712718004,0.10000000000001846,0.10000003568062102,2689.9000000000005,2743.4999999999995,1553.3296347253706,-1.3777547757874309,,0.0,-3211.2771021834396,-952.2215002944156,True,True
34,366,374,9,61.0,91.54780172128658,1.5308889338413183,1.7169291787923728,722.3333333333334,58.44655678480983,0.0,"{'A': 1.9063457323225093, 't0': 2749.9000000000005, 't1': 2811.4999999999995, 'a': 0.10000000000007545, 'b': 0.100000040882815}","{'xc': 1913.0438765863653, 'yc': -290.8734124425493, 'a': nan, 'b': 6484.717556963745, 'angle_rad': -1.4215591772200344, 'ecc': 0.0}",1.9063457323225093,0.10000000000007545,0.100000040882815,2749.9000000000005,2811.4999999999995,,-1.4215591772200344,6484.717556963745,0.0,1913.0438765863653,-290.8734124425493,True,True
35,375,382,8,53.0,86.17359740018384,1.6340384740157332,1.8182745801939795,725.75,27.128003454522254,0.0,"{'A': 2.0529347566009326, 't0': 2817.9000000000005, 't1': 2871.4999999999995, 'a': 0.1000000000000038, 'b': 0.10000000000000003}","{'xc': 2192.577922245216, 'yc': 16.572048623336343, 'a': nan, 'b': 6930.261833116013, 'angle_rad': -1.472934826291519, 'ecc': 0.0}",2.0529347566009326,0.1000000000000038,0.10000000000000003,2817.9000000000005,2871.4999999999995,,-1.472934826291519,6930.261833116013,0.0,2192.577922245216,16.572048623336343,True,True
36,383,390,8,53.0,72.85068443207791,1.4289587886946569,1.756103706151024,735.0,15.269016246728443,0.0,"{'A': 1.8175795689658492, 't0': 2877.9000000000005, 't1': 2931.4999999999995, 'a': 0.10000000000000002, 'b': 0.11980796275760648}","{'xc': 2168.0047014780275, 'yc': -51.121969931421994, 'a': nan, 'b': 6985.5180296774115, 'angle_rad': -1.4568883021682932, 'ecc': 0.0}",1.8175795689658492,0.10000000000000002,0.11980796275760648,2877.9000000000005,2931.4999999999995,,-1.4568883021682932,6985.5180296774115,0.0,2168.0047014780275,-51.121969931421994,True,True
37,391,401,11,76.0,107.94340080698669,1.4254210294337468,1.6659862556700857,722.0909090909091,18.29455954897272,0.0,"{'A': 1.7706626095935234, 't0': 2937.9000000000005, 't1': 3014.4999999999995, 'a': 0.10000000000959293, 'b': 0.1000000000000004}","{'xc': 2235.8324671711457, 'yc': -414.80661015265775, 'a': nan, 'b': 13447.363164354023, 'angle_rad': -1.4417552276738996, 'ecc': 0.0}",1.7706626095935234,0.10000000000959293,0.1000000000000004,2937.9000000000005,3014.4999999999995,,-1.4417552276738996,13447.363164354023,0.0,2235.8324671711457,-414.80661015265775,True,True
38,402,409,8,53.0,84.69881279503807,1.6099101411155283,1.7925266880684234,670.25,19.24095334733406,0.0,"{'A': 2.0180429587595956, 't0': 3020.9000000000005, 't1': 3074.4999999999995, 'a': 0.10000000000269235, 'b': 0.10000000000000002}","{'xc': 1728.679744495185, 'yc': -282.6862598698761, 'a': nan, 'b': 3423.107008735839, 'angle_rad': -1.427250546584481, 'ecc': 0.0}",2.0180429587595956,0.10000000000269235,0.10000000000000002,3020.9000000000005,3074.4999999999995,,-1.427250546584481,3423.107008735839,0.0,1728.679744495185,-282.6862598698761,True,True
39,410,417,8,53.0,109.23827168167757,2.0578045885035996,2.3347906042154962,664.25,23.99851185862514,0.0,"{'A': 2.5937707539647206, 't0': 3080.9000000000005, 't1': 3134.4999999999995, 'a': 0.10000000000000082, 'b': 0.10000000000000003}","{'xc': -3203.044872128908, 'yc': -329.0940477431195, 'a': nan, 'b': 118764.96944362659, 'angle_rad': -1.5513946476921896, 'ecc': 0.0}",2.5937707539647206,0.10000000000000082,0.10000000000000003,3080.9000000000005,3134.4999999999995,,-1.5513946476921896,118764.96944362659,0.0,-3203.044872128908,-329.0940477431195,True,True
40,418,427,10,68.0,131.30879635424276,1.970578689018934,2.290174220268771,657.2,13.6772316887105,0.0,"{'A': 2.5814480503477504, 't0': 3140.9000000000005, 't1': 3209.4999999999995, 'a': 0.10000000000000002, 'b': 0.1480421446812299}","{'xc': 4731.6232940528735, 'yc': -39.37069423959862, 'a': 534.6775939317208, 'b': nan, 'angle_rad': -0.7657875734837026, 'ecc': 0.0}",2.5814480503477504,0.10000000000000002,0.1480421446812299,3140.9000000000005,3209.4999999999995,534.6775939317208,-0.7657875734837026,,0.0,4731.6232940528735,-39.37069423959862,True,True
41,428,436,9,61.0,95.524865872714,1.5927755592659534,1.7779194954851734,653.0,8.888194417315589,0.0,"{'A': 1.9921151533399812, 't0': 3215.9000000000005, 't1': 3277.4999999999995, 'a': 0.10000000000000002, 'b': 0.1004860510107673}","{'xc': 8077.9160483766445, 'yc': -2353.927431774714, 'a': nan, 'b': 5291.409275438644, 'angle_rad': 1.030352042284593, 'ecc': 0.0}",1.9921151533399812,0.10000000000000002,0.1004860510107673,3215.9000000000005,3277.4999999999995,,1.030352042284593,5291.409275438644,0.0,8077.9160483766445,-2353.927431774714,True,True
42,437,444,8,53.0,81.93832368854584,1.5553380636094394,1.7333594974477184,637.5,11.600492600378166,0.0,"{'A': 1.9517150378965926, 't0': 3283.9000000000005, 't1': 3337.4999999999995, 'a': 0.10000000000007735, 'b': 0.10000000000000002}","{'xc': 2356.990859064605, 'yc': -62.38412761107998, 'a': nan, 'b': 21186.45951867679, 'angle_rad': 1.5368416539730492, 'ecc': 0.0}",1.9517150378965926,0.10000000000007735,0.10000000000000002,3283.9000000000005,3337.4999999999995,,1.5368416539730492,21186.45951867679,0.0,2356.990859064605,-62.38412761107998,True,True
43,445,456,12,83.0,150.1469650412925,1.824385981723111,2.1909937276813674,472.0,52.97683885006215,0.0,"{'A': 2.393003954066325, 't0': 3343.9000000000005, 't1': 3427.4999999999995, 'a': 0.10000000000000002, 'b': 0.15014379866403962}","{'xc': 4613.98824158237, 'yc': -623.3679097892385, 'a': nan, 'b': 2849.0969213792237, 'angle_rad': -1.0153180973970828, 'ecc': 0.0}",2.393003954066325,0.10000000000000002,0.15014379866403962,3343.9000000000005,3427.4999999999995,,-1.0153180973970828,2849.0969213792237,0.0,4613.98824158237,-623.3679097892385,True,True
44,457,471,15,106.0,164.21023110634732,1.5569069807553146,1.878388849839697,301.06666666666666,81.98559687675693,0.0,"{'A': 1.9238409031615757, 't0': 3433.9000000000005, 't1': 3540.4999999999995, 'a': 0.10000000048601049, 'b': 0.10000000000000127}","{'xc': 2072.9045108364444, 'yc': 130.37353197626865, 'a': nan, 'b': 7676.3755274435725, 'angle_rad': 1.4721837838358112, 'ecc': 0.0}",1.9238409031615757,0.10000000048601049,0.10000000000000127,3433.9000000000005,3540.4999999999995,,1.4721837838358112,7676.3755274435725,0.0,2072.9045108364444,130.37353197626865,True,True
45,472,479,8,53.0,96.17807557973995,1.813690252170273,2.1151649823345875,88.0,30.00952229828773,0.0,"{'A': 2.2715314334510204, 't0': 3546.9000000000005, 't1': 3600.4999999999995, 'a': 0.10000000000000857, 'b': 0.10000000000000002}","{'xc': 4350.342399661173, 'yc': -636.1728118669226, 'a': 758.5111692597893, 'b': nan, 'angle_rad': -1.150468348687578, 'ecc': 0.0}",2.2715314334510204,0.10000000000000857,0.10000000000000002,3546.9000000000005,3600.4999999999995,758.5111692597893,-1.150468348687578,,0.0,4350.342399661173,-636.1728118669226,True,True
46,480,487,8,53.0,84.87179874506124,1.6867389489577278,2.1971946657256587,231.5,76.23834805585517,0.0,"{'A': 2.3141345065400514, 't0': 3606.9000000000005, 't1': 3660.4999999999995, 'a': 0.10000000000000002, 'b': 0.19689158069282522}","{'xc': 1733.7173829917688, 'yc': -94.80687292204198, 'a': 384.0185921556194, 'b': nan, 'angle_rad': 1.4067029069164518, 'ecc': 0.0}",2.3141345065400514,0.10000000000000002,0.19689158069282522,3606.9000000000005,3660.4999999999995,384.0185921556194,1.4067029069164518,,0.0,1733.7173829917688,-94.80687292204198,True,True
